título,dificuldade,area,matriculados,plataforma,tipo
Construction Management,Beginner,,61k,Coursera,SPECIALIZATION
Construction Project Management,Beginner,,43k,Coursera,COURSE
Construction Scheduling,Beginner,,15k,Coursera,COURSE
Contabilidad para no contadores,Beginner,,220k,Coursera,COURSE
Content Strategy for Professionals,Beginner,,27k,Coursera,SPECIALIZATION
Continuous Delivery & DevOps,Beginner,,26k,Coursera,COURSE
Control of Mobile Robots,Mixed,,49k,Coursera,COURSE
Convolutional Neural Networks,Intermediate,,240k,Coursera,COURSE
Convolutional Neural Networks in TensorFlow,Intermediate,,46k,Coursera,COURSE
Corporate & Commercial Law I: Contracts & Employment Law,Intermediate,,10k,Coursera,COURSE
Corporate Finance Essentials,Mixed,,56k,Coursera,COURSE
Corporate Strategy,Beginner,,7.8k,Coursera,COURSE
Corporate Sustainability. Understanding and Seizing the Strategic Opportunity,Mixed,,10k,Coursera,COURSE
"Corrección, estilo y  variaciones de la lengua española",Beginner,,75k,Coursera,COURSE
Cost and Economics in Pricing Strategy,Beginner,,15k,Coursera,COURSE
Costos para los Negocios,Intermediate,,43k,Coursera,COURSE
Crash Course on Python,Beginner,,81k,Coursera,COURSE
Creative Problem Solving,Mixed,,140k,Coursera,COURSE
Creative Writing,Beginner,,140k,Coursera,SPECIALIZATION
Creative Writing: The Craft of Plot,Mixed,,120k,Coursera,COURSE
"Creatividad, diseño e innovación: Técnicas y herramientas",Beginner,,150k,Coursera,SPECIALIZATION
Cuidado de heridas en el ámbito hospitalario,Intermediate,,26k,Coursera,COURSE
Cuidados y procedimientos generales en la atención del recién nacido,Intermediate,,22k,Coursera,COURSE
Culture-Driven Team Building,Beginner,,17k,Coursera,SPECIALIZATION
Curanderismo: Traditional Healing Using Plants,Beginner,,5.5k,Coursera,COURSE
Customer Segmentation and Prospecting,Beginner,,18k,Coursera,COURSE
Cybersecurity,Intermediate,,99k,Coursera,SPECIALIZATION
Cybersecurity and Its Ten Domains,Beginner,,140k,Coursera,COURSE
Cybersecurity for Business,Beginner,,23k,Coursera,SPECIALIZATION
Cómo hablar bien en público,Beginner,,55k,Coursera,COURSE
Dairy Production and Management,Mixed,,23k,Coursera,COURSE
Data Analysis and Interpretation,Beginner,,100k,Coursera,SPECIALIZATION
Data Analysis and Presentation Skills: the PwC Approach,Beginner,,220k,Coursera,SPECIALIZATION
Data Analysis with Python,Beginner,,110k,Coursera,COURSE
Data Analytics for Lean Six Sigma,Beginner,,24k,Coursera,COURSE
Data Collection and Processing with Python,Intermediate,,19k,Coursera,COURSE
Data Engineering on Google Cloud Platform 日本語版,Intermediate,,3k,Coursera,SPECIALIZATION
Data Engineering with Google Cloud,Intermediate,,120k,Coursera,PROFESSIONAL CERTIFICATE
"Data Engineering, Big Data, and Machine Learning on GCP",Intermediate,,120k,Coursera,SPECIALIZATION
Data Management for Clinical Research,Beginner,,42k,Coursera,COURSE
Data Mining,Intermediate,,140k,Coursera,SPECIALIZATION
Data Science,Beginner,,830k,Coursera,SPECIALIZATION
Data Science Math Skills,Beginner,,140k,Coursera,COURSE
Data Science Methodology,Beginner,,89k,Coursera,COURSE
Data Science: Foundations using R,Beginner,,740k,Coursera,SPECIALIZATION
Data Science: Statistics and Machine Learning,Intermediate,,210k,Coursera,SPECIALIZATION
Data Visualization and Communication with Tableau,Mixed,,130k,Coursera,COURSE
Data Visualization with Advanced Excel,Beginner,,60k,Coursera,COURSE
Data Visualization with Python,Intermediate,,66k,Coursera,COURSE
Data Visualization with Tableau,Beginner,,96k,Coursera,SPECIALIZATION
Data Warehousing for Business Intelligence,Advanced,,140k,Coursera,SPECIALIZATION
Data and Health Indicators in Public Health Practice,Beginner,,18k,Coursera,COURSE
Data-driven Decision Making,Beginner,,120k,Coursera,COURSE
Databases and SQL for Data Science,Beginner,,110k,Coursera,COURSE
De-Mystifying Mindfulness,Beginner,,150k,Coursera,COURSE
Decision-Making and Scenarios,Mixed,,31k,Coursera,COURSE
Deep Learning,Intermediate,,690k,Coursera,SPECIALIZATION
Democracia y decisiones públicas. Introducción al análisis de políticas públicas,Beginner,,44k,Coursera,COURSE
Dentistry 101,Beginner,,4.5k,Coursera,COURSE
Dermatology: Trip to skin,Beginner,,8.2k,Coursera,COURSE
Design Thinking for Innovation,Beginner,,240k,Coursera,COURSE
Design Thinking for the Greater Good: Innovation in the Social Sector,Beginner,,17k,Coursera,COURSE
Design and Interpretation of Clinical Trials,Mixed,,67k,Coursera,COURSE
Design and Make Infographics (Project-Centered Course),Mixed,,97k,Coursera,COURSE
Design-Led Strategy: Design thinking for business strategy and entrepreneurship,Intermediate,,19k,Coursera,COURSE
Developing APIs with Google Cloud's Apigee API Platform,Intermediate,,16k,Coursera,SPECIALIZATION
Developing Applications with Google Cloud Platform,Intermediate,,300k,Coursera,SPECIALIZATION
Developing Applications with Google Cloud Platform 日本語版,Intermediate,,4k,Coursera,SPECIALIZATION
Developing Industrial Internet of Things,Intermediate,,8k,Coursera,SPECIALIZATION
Developing Your Musicianship,Mixed,,41k,Coursera,COURSE
Developing Your Musicianship,Beginner,,54k,Coursera,SPECIALIZATION
Devenir entrepreneur du changement,Mixed,,54k,Coursera,COURSE
Digital Advertising Strategy,Beginner,,9k,Coursera,SPECIALIZATION
Digital Business Models,Beginner,,21k,Coursera,COURSE
Digital Manufacturing & Design Technology,Beginner,,37k,Coursera,SPECIALIZATION
Digital Marketing,Beginner,,380k,Coursera,SPECIALIZATION
Digital Media and Marketing Strategies,Mixed,,57k,Coursera,COURSE
Digital Product Management,Beginner,,140k,Coursera,SPECIALIZATION
Digital Product Management: Modern Fundamentals,Beginner,,58k,Coursera,COURSE
Dino 101: Dinosaur Paleobiology,Beginner,,35k,Coursera,COURSE
Discrete Optimization,Intermediate,,40k,Coursera,COURSE
Diseño Instruccional: Aprendizaje activo y Pedagogía digital,Beginner,,4k,Coursera,SPECIALIZATION
Diseño y Creación de un Emprendimiento Social,Beginner,,21k,Coursera,COURSE
"Divide and Conquer, Sorting and Searching, and Randomized Algorithms",Intermediate,,130k,Coursera,COURSE
Dog Emotion and Cognition,Mixed,,150k,Coursera,COURSE
Driving business towards the Sustainable Development Goals,Beginner,,5.6k,Coursera,COURSE
Drug Commercialization,Beginner,,17k,Coursera,COURSE
Drug Discovery,Beginner,,39k,Coursera,COURSE
Dynamic Public Speaking,Beginner,,110k,Coursera,SPECIALIZATION
EMT Foundations,Beginner,,7.1k,Coursera,COURSE
Ecology: Ecosystem Dynamics and Conservation,Intermediate,,18k,Coursera,COURSE
Econometrics: Methods and Applications,Mixed,,110k,Coursera,COURSE
Economics of Money and Banking,Mixed,,83k,Coursera,COURSE
Ecosystem Services: a Method for Sustainable Development,Intermediate,,16k,Coursera,COURSE
Effective Compliance Programs,Mixed,,3.4k,Coursera,COURSE
Egiptología (Egyptology),Beginner,,46k,Coursera,COURSE
El Abogado del Futuro: Legaltech y la Transformación Digital del Derecho,Beginner,,1.5k,Coursera,COURSE
Elastic Google Cloud Infrastructure: Scaling and Automation,Intermediate,,57k,Coursera,COURSE
Electric Industry Operations and Markets,Beginner,,12k,Coursera,COURSE
Electronic Music Production,Intermediate,,110k,Coursera,SPECIALIZATION
Emerging Technologies: From Smartphones to IoT to Big Data,Beginner,,17k,Coursera,SPECIALIZATION
"Energy Production, Distribution & Safety",Beginner,,37k,Coursera,SPECIALIZATION
Engineering Health: Introduction to Yoga and Physiology,Beginner,,14k,Coursera,COURSE
Engineering Project Management: Initiating and Planning,Beginner,,23k,Coursera,COURSE
English Composition I,Beginner,,200k,Coursera,COURSE
English for Business and Entrepreneurship,Beginner,,230k,Coursera,COURSE
English for Career Development,Mixed,,760k,Coursera,COURSE
English for Journalism,Mixed,,130k,Coursera,COURSE
English for Research Publication Purposes,Intermediate,,42k,Coursera,SPECIALIZATION
"English for Science, Technology, Engineering, and Mathematics",Beginner,,110k,Coursera,COURSE
Enterprise Architecture,Beginner,,2.4k,Coursera,COURSE
Entrepreneurial Finance: Strategy and Innovation,Intermediate,,7.9k,Coursera,SPECIALIZATION
Entrepreneurship,Beginner,,110k,Coursera,SPECIALIZATION
Entrepreneurship 1: Developing the Opportunity,Mixed,,86k,Coursera,COURSE
Entrepreneurship 2: Launching your Start-Up,Mixed,,38k,Coursera,COURSE
Entrepreneurship 3: Growth Strategies,Beginner,,31k,Coursera,COURSE
Entrepreneurship Strategy: From Ideation to Exit,Beginner,,20k,Coursera,COURSE
Entrepreneurship: Launching an Innovative Business,Beginner,,69k,Coursera,SPECIALIZATION
Epidemics - the Dynamics of Infectious Diseases,Mixed,,45k,Coursera,COURSE
"Epidemics, Pandemics and Outbreaks",Mixed,,23k,Coursera,COURSE
Epidemiology for Public Health,Beginner,,6.4k,Coursera,SPECIALIZATION
Epidemiology in Public Health Practice,Beginner,,31k,Coursera,SPECIALIZATION
Epidemiology: The Basic Science of Public Health,Mixed,,130k,Coursera,COURSE
Epigenetic Control of Gene Expression,Mixed,,35k,Coursera,COURSE
Equine Welfare and Management,Beginner,,7.2k,Coursera,COURSE
Esports,Beginner,,1.8k,Coursera,SPECIALIZATION
Essential Epidemiologic Tools for Public Health Practice,Beginner,,14k,Coursera,COURSE
Essential Google Cloud Infrastructure: Core Services,Intermediate,,68k,Coursera,COURSE
Essential Google Cloud Infrastructure: Foundation,Intermediate,,83k,Coursera,COURSE
Essentials in Clinical Simulations Across the Health Professions,Intermediate,,4.1k,Coursera,COURSE
Essentials of Corporate Finance,Intermediate,,54k,Coursera,SPECIALIZATION
Essentials of Global Health,Mixed,,31k,Coursera,COURSE
Estadística y probabilidad,Beginner,,27k,Coursera,COURSE
Evaluación educativa,Beginner,,13k,Coursera,SPECIALIZATION
"Everyday Excel, Part 1",Beginner,,11k,Coursera,COURSE
Everyday Parenting: The ABCs of Child Rearing,Beginner,,86k,Coursera,COURSE
Excel Skills for Business,Beginner,,240k,Coursera,SPECIALIZATION
Excel Skills for Business: Advanced,Intermediate,,39k,Coursera,COURSE
Excel Skills for Business: Essentials,Beginner,,200k,Coursera,COURSE
Excel Skills for Business: Intermediate I,Intermediate,,76k,Coursera,COURSE
Excel Skills for Business: Intermediate II,Intermediate,,39k,Coursera,COURSE
Excel to MySQL: Analytic Techniques for Business,Beginner,,490k,Coursera,SPECIALIZATION
Excel/VBA for Creative Problem Solving,Beginner,,56k,Coursera,SPECIALIZATION
"Excel/VBA for Creative Problem Solving, Part 1",Beginner,,54k,Coursera,COURSE
Executive Data Science,Beginner,,170k,Coursera,SPECIALIZATION
Explorando la Energía Sustentable,Beginner,,28k,Coursera,COURSE
Fashion as Design,Beginner,,180k,Coursera,COURSE
Feminism and Social Justice,Beginner,,18k,Coursera,COURSE
FinTech Law and Policy,Beginner,,9.7k,Coursera,COURSE
FinTech: Finance Industry Transformation and Regulation,Beginner,,13k,Coursera,SPECIALIZATION
"FinTech: Foundations, Payments, and Regulations",Beginner,,12k,Coursera,COURSE
Finance & Quantitative Modeling for Analysts,Beginner,,260k,Coursera,SPECIALIZATION
Finance for Non-Finance Professionals,Beginner,,69k,Coursera,COURSE
Finance for Non-Financial Managers,Intermediate,,12k,Coursera,COURSE
Financial Accounting Fundamentals,Beginner,,65k,Coursera,COURSE
Financial Acumen for Non-Financial Managers,Beginner,,10k,Coursera,COURSE
Financial Engineering and Risk Management Part I,Mixed,,100k,Coursera,COURSE
Financial Management,Intermediate,,76k,Coursera,SPECIALIZATION
Financial Markets,Beginner,,470k,Coursera,COURSE
Financial Markets and Investment Strategy,Beginner,,60k,Coursera,SPECIALIZATION
Financial Reporting,Intermediate,,12k,Coursera,SPECIALIZATION
Financial Technology (Fintech) Innovations,Beginner,,6.5k,Coursera,SPECIALIZATION
Financing and Investing in Infrastructure,Mixed,,24k,Coursera,COURSE
Finanzas corporativas,Intermediate,,30k,Coursera,SPECIALIZATION
Finanzas personales,Mixed,,310k,Coursera,COURSE
Finding Purpose and Meaning In Life: Living for What Matters Most,Beginner,,36k,Coursera,COURSE
Fintech: Foundations & Applications of Financial Technology,Beginner,,20k,Coursera,SPECIALIZATION
First Step Korean,Beginner,,400k,Coursera,COURSE
Food & Beverage Management,Mixed,,57k,Coursera,COURSE
Forensic Accounting and Fraud Examination,Mixed,,42k,Coursera,COURSE
Formulación y evaluación de proyectos complejos,Intermediate,,4.4k,Coursera,COURSE
Foundational Finance for Strategic Decision Making,Beginner,,14k,Coursera,SPECIALIZATION
Foundations of Business Strategy,Beginner,,63k,Coursera,COURSE
Foundations of Everyday Leadership,Mixed,,62k,Coursera,COURSE
Foundations of Global Health,Beginner,,31k,Coursera,SPECIALIZATION
Foundations of Management,Beginner,,64k,Coursera,SPECIALIZATION
Foundations of Marketing Analytics,Intermediate,,27k,Coursera,SPECIALIZATION
Foundations of Positive Psychology,Beginner,,89k,Coursera,SPECIALIZATION
Foundations of Public Health Practice,Beginner,,3.2k,Coursera,SPECIALIZATION
From Data to Insights with Google Cloud Platform,Beginner,,26k,Coursera,SPECIALIZATION
From the Big Bang to Dark Energy,Beginner,,52k,Coursera,COURSE
Front-End Web Development with React,Intermediate,,45k,Coursera,COURSE
Front-End Web UI Frameworks and Tools: Bootstrap 4,Intermediate,,89k,Coursera,COURSE
Full Stack Web and Multiplatform Mobile App Development,Intermediate,,150k,Coursera,SPECIALIZATION
Full-Stack Web Development with React,Intermediate,,140k,Coursera,SPECIALIZATION
Functional Programming Principles in Scala,Intermediate,,170k,Coursera,COURSE
Functional Programming in Scala,Intermediate,,220k,Coursera,SPECIALIZATION
Fundamental Neuroscience for Neuroimaging,Beginner,,30k,Coursera,COURSE
Fundamentals of Accounting,Beginner,,39k,Coursera,SPECIALIZATION
Fundamentals of Computing,Beginner,,200k,Coursera,SPECIALIZATION
Fundamentals of Engineering Exam Review,Mixed,,49k,Coursera,COURSE
Fundamentals of GIS,Beginner,,86k,Coursera,COURSE
Fundamentals of Graphic Design,Beginner,,290k,Coursera,COURSE
Fundamentals of Immunology,Intermediate,,20k,Coursera,SPECIALIZATION
Fundamentals of Immunology: Innate Immunity and B-Cell Function,Intermediate,,18k,Coursera,COURSE
Fundamentals of Music Theory,Beginner,,180k,Coursera,COURSE
Fundamentals of Project Planning and Management,Beginner,,120k,Coursera,COURSE
Fundamentals of Quantitative Modeling,Mixed,,110k,Coursera,COURSE
Fundamentals of Reinforcement Learning,Intermediate,,22k,Coursera,COURSE
Fundamentals of Visualization with Tableau,Beginner,,81k,Coursera,COURSE
Fundamentos Empresariales,Beginner,,25k,Coursera,SPECIALIZATION
Fundamentos Estratégicos Empresariales,Beginner,,56k,Coursera,SPECIALIZATION
Fundamentos de Excel para Negocios,Beginner,,150k,Coursera,COURSE
Fundamentos de Finanzas Empresariales,Beginner,,110k,Coursera,COURSE
Fundamentos de la escritura,Beginner,,47k,Coursera,COURSE
Fundraising and Development,Beginner,,4.9k,Coursera,SPECIALIZATION
Futures Thinking,Beginner,,9.4k,Coursera,SPECIALIZATION
G Suite Administration,Beginner,,10k,Coursera,SPECIALIZATION
"GIS, Mapping, and Spatial Analysis",Beginner,,140k,Coursera,SPECIALIZATION
Game Design and Development,Intermediate,,100k,Coursera,SPECIALIZATION
Game Theory,Beginner,,260k,Coursera,COURSE
Gamification,Mixed,,110k,Coursera,COURSE
Gender and Sexuality: Diversity and Inclusion in the Workplace,Beginner,,14k,Coursera,COURSE
Genomic Data Science,Intermediate,,80k,Coursera,SPECIALIZATION
Geographic Information Systems  (GIS),Beginner,,97k,Coursera,SPECIALIZATION
Geopolitics of Europe,Mixed,,19k,Coursera,COURSE
Geopolítica y gobernanza global: riesgos y oportunidades,Mixed,,34k,Coursera,COURSE
Gestión de organizaciones efectivas,Mixed,,47k,Coursera,COURSE
Get Interactive: Practical Teaching with Technology,Beginner,,14k,Coursera,COURSE
Getting Started With Music Theory,Beginner,,59k,Coursera,COURSE
Getting Started with AWS Machine Learning,Intermediate,,73k,Coursera,COURSE
